350 8507.0
348 8514.0
347 8528.0
346 8556.0
345 8571.0
343 8584.0
342 8596.0
341 8614.0
339 8618.0
338 8633.0
334 8637.0
332 8660.0
330 8690.0
325 8698.0
323 8702.0
322 8726.0
321 8745.0
320 8751.0
319 8768.0
317 8775.0
316 8783.0
315 8784.0
314 8820.0
311 8831.0
308 8832.0
307 8899.0
306 8929.0
305 8941.0
304 8963.0
303 8983.0
301 9004.0
300 9028.0
298 9046.0
296 9061.0
295 9082.0
294 9088.0
293 9118.0
292 9144.0
291 9154.0
290 9156.0
287 9165.0
286 9176.0
285 9180.0
284 9248.0
283 9276.0
282 9304.0
280 9314.0
278 9329.0
277 9335.0
276 9357.0
275 9375.0
274 9392.0
273 9427.0
272 9439.0
270 9450.0
269 9473.0
268 9496.0
265 9499.0
264 9528.0
263 9540.0
262 9557.0
261 9593.0
260 9605.0
259 9635.0
258 9655.0
257 9662.0
256 9687.0
255 9700.0
254 9770.0
253 9794.0
252 9890.0
251 9952.0
250 9959.0
249 9996.0
248 10015.0
247 10028.0
244 10042.0
242 10068.0
241 10146.0
240 10154.0
239 10185.0
238 10212.0
237 10232.0
236 10238.0
235 10252.0
233 10253.0
232 10276.0
231 10288.0
229 10294.0
228 10305.0
227 10358.0
225 10392.0
224 10492.0
