100 976.0
99 991.9999999999998
98 1002.0
97 1017.0
96 1021.0
95 1027.0
94 1031.0
93 1049.0
92 1058.0
91 1065.0
90 1070.0
89 1075.0
88 1080.0
87 1091.0000000000002
86 1105.0
85 1121.0
84 1127.0000000000002
83 1132.0
82 1148.0
81 1153.999999999992
80 1169.9999999999975
79 1175.0
78 1180.9999999999975
77 1189.999999999999
76 1197.0
75 1223.999999999998
74 1244.0
73 1263.0
72 1270.0
71 1280.0
70 1288.0
69 1330.0
68 1352.9999999999986
67 1366.0
66 1377.0
65 1389.0
64 1401.0
63 1427.0
62 1457.0
61 1516.0
60 1532.0
59 1548.0
58 1617.0
57 1633.0
56 1702.0
55 1718.0
54 1734.0
53 1776.0
52 1800.0
51 1878.0
50 1944.0
49 2038.0
48 2070.0
47 2117.0
46 2149.0
45 2274.0
44 2380.0
43 2459.0
42 2511.0
41 2563.0
40 2615.0
39 2721.0
